,Schulname,Region,Schultraeger,Schulart,Schulzweig,PLZ,Strasse,Telefon,Fax,ORTSTEIL,Bauten,Fremdsprachen,spez_Angebote,Ganztagsbetrieb,Schulleitung,eMail,Internet,ZweiterBildungsweg,Grundschulteil,GymnasialeOberstufe,Ausstattung,AGs,ausserschulischePartner,Differenzierung,Mittagessen,BemerkungenSchulzweig,Kooperationen,Leistungskurse,DualesLernen,Schuljahr
01G16,Moabiter Grundschule,Mitte,öffentlich,Grundschule,Grundschule,10557,Paulstr. 28,30208630,30208640,Moabit,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,,Fr. Zeibig,moabiter.gs.berlin@gmail.com,http://www.moabiter-grundschule.de,0,0,0,Schülerbücherei; Computerraum; Schülerinsel,Chor; Tanz; Musiktheater; Computerarbeit; Schülerzeitung; Leichtathletik; Basketball; Yoga u.a.,"Kindergärten City in Alt-Moabit; Kita Paradies für Kinder in der Calvinstraße; INA.KINDER.GARTEN gemeinnützige GmbH in der Lüneburger Straße; Spreekita in der Paulstraße; Polizeiabschnitt 34; GRIPS Theater Berlin; Verein Berliner Kaufleute und Industrieller (VBKI) e.V. - Vermittlung von Lesepaten; TanzZeit - Zeit für Tanz in Schulen (Zeitgenössischer Tanz Berlin e.V.); Deutscher Caritasverband e.V.; Musikschule des Kulturvereins Melanchthonstraße e.V.; Freie Universität Berlin, Institut für Erziehungswissenschaften (Projekt BeFo - Fachbezogene und sprachsystematische Förderung in der Zweitsprache); Kick-Projekt der Gesellschaft für Sport und Jugendsozialarbeit (GSJ) gGmbH Berlin; Regionaler Sozialpädagogischer Dienst Moabit-Ost; ASV Moabit Basketball e.V.; Joachim & Anita Stapel-Stiftung Berlin (Vermittlung von GRIPS-Theater-Schulen); JugendKulturService gGmbH Berlin; Erzählkunst e.V. (Projekt Erzählzeit - Programme zur Sprachförderung in Kitas und Schulen)",,Mittagessenversorgung durch den Anbieter LUNA,Schülerlotsenausbildung; Mediation,in Kooperation mit 01G15,,,2013/14
01G18,Carl-Bolle-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,10551,Waldenserstr. 20-21,397457810,397457811,Moabit,,1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, Inklusiver Unterricht/Inklusive Erziehung, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, mathematisch-naturwissenschaftliches Profil, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation, sportbetontes Profil",,Fr. Stobernack,info@carl-bolle.cidsnet.de,http://www.carl-bolle.cidsnet.de,0,0,0,Computerraum,"Badminton, Basketball, Arabisch, Ballspiele, Basteln, Computer, Fußball, Yoga, Werken mit Speckstein, Malkurse, Geschichten schreiben, Autobiographische Geschichten, Handarbeit, Hockey, Schach, Tanz, Bücher, Lesen, Naturwissenschaften, Schulgarten, Schwimmgewöhnung, Tischtennis, Walderkundung","Kita Emdener Straße; Kita Huttenstraße; Quartiersmanagement Moabit West; SOS Kinderdorf e.V.; Siemens AG; Humboldt-Universität zu Berlin; Polizeiabschnitt 33; Verein Berliner Kaufleute und Industrieller e.V. (VBKI); BERLIN bewegt e.V. (Gesundheitsförderung, Bewegungserziehung und Intelligenzentwicklung); RAA Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V.; Projekt ""Ein Quadratkilometer Bildung"" (Breuninger Stiftung & Freudenberg Stiftung); Jugendamt Mitte (Lotsenprojekt); Sport-Club Charlottenburg (SCC) Berlin e.V.",,Mittagessenversorgung,"Schwimmunterricht ab 2. Klasse, Zertifikat ""Gesunde Schule"", interkulturelle Erziehung, ""Kleine Forscher",in Kooperation mit 01K09,,,2013/14
01G19,Hansa-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,10555,Lessingstr. 5,39806430,39806434,Hansaviertel,zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe),1. Fremdsprache Englisch,"Ganztagsschule in offener Form, sprachbetontes Profil",Offener Ganztagsbetrieb,Hr. Scholz,info@hansa.cidsnet.de,http://www.hansa@hansa.cidsnet.de,0,0,0,,Französisch; Theater; Chor; Keyboard; Fußball; Handball,,,,Computerunterstütztes Lernen ab der 2. Klasse,in Kooperation mit 01Y12,,,2013/14
01G24,Gottfried-Röhl-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13349,Ungarnstr. 75,45081110,45081120,Wedding,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulstation",Offener Ganztagsbetrieb,Fr. Makowski,roehl-grundschule-berlin@t-online.de,http://www.gottfried-roehl-grundschule.de,0,0,0,,Sport und Tanz; Computer; Chor,,,,EPU (Entwicklungspäd. Unterricht),,,,2013/14
01G25,Rudolf-Wissell-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13357,Ellerbeker Str. 7-8,49799940,497999420,Gesundbrunnen,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, gesundheitsbetontes Profil, jahrgangsübergreifende Lerngruppen 1-3, 4-6",Offener Ganztagsbetrieb,Hr. Gunkel,info@rudolf-wissell-grundschule.de,http://www.rudolf-wissell-grundschule.de,0,0,0,,,,,,"Im Schulgebäude befinden sich das Pädagogische Forum Mitte (PIZ), die Mathematik-Werkstatt und die Deutsch-als-Zweitsprache-Lehr-und Lernwerkstatt.","in Kooperation mit 01G27, 01G37, 01K01, 01K03, 01Y09, 01Y10",,,2013/14
01G27,Gesundbrunnen-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13357,Prinzenallee 8,493015660,493015666,Gesundbrunnen,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in offener Form, gesundheitsbetontes Profil, Schulstation, sportbetontes Profil",Offener Ganztagsbetrieb,Fr. Krüger,gesundbrunnenschule@gmx.de,http://www.gesundbrunnen-grundschule.de,0,0,0,,"Basketball; Fußball; Schwimmen; Boxen; Tischtennis; Profi- Deu, -Ma,- Eng",,,,,"in Kooperation mit 01G25, 01G37, 01K01, 01K03, 01Y09, 01Y10",,,2013/14
01G28,Brüder-Grimm-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13353,Tegeler Str. 18-19,4530840,45308415,Wedding,"rollstuhlgerechter Aufzug, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Fremdsprache ab Klasse 1 Englisch,"Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulstation",Offener Ganztagsbetrieb,Hr. Pohl,bggs-berlin@web.de,http://brueder-grimm.cidsnet.de,0,0,0,Schulbibliothek; Computerraum,Backen; Computer; Tanz; Lesen; Kunst; Märchenprojekte; Zirkusprojekte; Musikprojekte,Kita Hinterhof-Tiger e.V. in der Fehmarner Straße; INA.KINDER.GARTEN gGmbH in der Brüsseler Straße; Kita in der Lynarstraße; Quartiersmanagement Sparrplatz; Trialog e.V. - Verein der ambulanten Jugendhilfe; Musikschule; Jugendfreizeiteinrichtung Lynarstraße; Weddinger Kinderfarm e.V.; buddY e.V. (gefördert von der Vodafone-Stiftung); Berufsakademie für Ergotherapie; Bayer Schering Pharma AG; Tandem BQG - gemeinnützige Beschäftigungs- und Qualifizierungsgesellschaft mbH,Basislerngruppen für Geistigbehinderte,Mittagessenversorgung,"EPU (Entwicklungspäd. Unterricht), Zahngesundheitserziehung(LAG), Deutschkurse für Mütter(VHS), Psychomotorik, Basislerngruppen für Geistigbehinderte, Konfliktlotsen",,,,2013/14
01G29,Wilhelm-Hauff-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13359,Gotenburger Str. 8,48490810,48490820,Gesundbrunnen,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, gesundheitsbetontes Profil, jahrgangsübergreifende Lerngruppen 1-3, 4-6, kunstbetontes Profil, Umwelterziehung",Offener Ganztagsbetrieb,Fr. Aden,wilhelm-hauff-grundschule@web.de,http://wilhelm-hauff-grundschule.de,0,0,0,,,,,,1 altersgemischter Montessori-Zug ( Kl.1 bis 3 und Kl. 4 bis 6 ),,,,2013/14
01G31,Wedding-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13347,Antonstr. 10,901844250,901847437,Wedding,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation, zweisprachige Alphabetisierung und Erziehung deutsch-türkisch",Gebundener Ganztagsbetrieb,Fr. Suhr,asuhr@wedding-schule.de,http://www.wedding-schule.de,0,0,0,,"Forschergruppen Kita-Schule, Mathe Plus, Computer, Chor, Rhythmik, Blockflöte, Schulband, Tanz, Theater, Diabolo, Schwimmen, Fußball, Judo, Leichtathletik, Kochkurse",,,,Mitglied im Bildungsverbund Pankstraße,,,,2013/14
01G32,Carl-Kraemer-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13359,Zechliner Str. 4,4998993,49989555,Gesundbrunnen,,1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, Hochbegabtenförderung, Inklusiver Unterricht/Inklusive Erziehung, kunstbetontes Profil, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen",Gebundener Ganztagsbetrieb,Fr. Frank,carl-kraemer-grundschule@t-online.de,http://www.carl-kraemer.be.schule.de,0,0,0,PCs in Klassenräumen und im Computerraum; SchülerSchulbibliothek,"Fußball Jungen/Mädchen, Basketball, Volleyball Mädchen, Akrobatik, Trommeln, Musik, Zauberei, Schülerzeitung, Kochen, Schulgarten, Schach, kl. Forscher, Robotik, Lese Experten, Kunst Experten, Theater","Kita der Jugend- und Sozialwerk gGmbH in der Schwedenstraße; Kita der Jugend- und Sozialwerk gGmbH in der Koloniestraße; Kita Kinder in Bewegung (KiB) in der Drontheimer Straße; Frecher Spatz e.V. (Träger für verschiedene Kinder und Schülerläden, Jugendprojekte und Spielplatzangebote); Quartiersmanagement Soldiner Straße; City VHS Volkshochschule Berlin Mitte; ALBA Berlin (Basketball); Siemens AG (Physikpaten); Carl-Kraemer-Stiftung; Casablanca gemeinnützige Gesellschaft für innovative Jugendhilfe und soziale Dienste mbH; Theater EUKITEA; UniLab Adlershof - Schülerlabor der Humboldt-Universität zu Berlin;  Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten); Abenteuerspielplatz Panke; Gartenarbeitsschulen Berlin (GAS)",,Frühstück- und Mittagessenversorgung,,"in Kooperation mit 01G42, 01Y08",,,2013/14
01G35,Humboldthain-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13355,Grenzstr. 7,46777330,46777340,Gesundbrunnen,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, musikbetontes Profil, Schulstation",Gebundener Ganztagsbetrieb,Fr. Feese,leitung@humboldthain-gs.cidsnet.de,http://www.humboldthain-gs.cidsnet.de,0,0,0,Instrumentensammlung; Computerraum,Theater; Chor; Fußball; Basketball; Waldlauf; Computer/Internet; diverse Musik-AGs (Streiche; Gitarren; Band; Bläser; Chicken-Brass-Band),"Musikschule Mitte ""Fanny Hensel""; Hochschule für Musik ""Hanns Eisler"" Berlin; Verein Berliner Kaufleute und Industrieller (VBKI) e.V.; RAA Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V.; Moabiter Ratschlag e.V. (Schulsozialarbeit); Deutsches Symphonie-Orchester Berlin; Jugendkunstschule Mitte; Kampagne ""Kinder beflügeln"" des Evangelischen Johannesstifts Berlin (Bildungschancen für Kinder mit sozialer Benachteiligung)",,Mittagessenversorgung durch den Anbieter 3 Köche,,in Kooperation mit 01K06,,,2013/14
01G36,Andersen-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13359,Kattegatstr. 26,493015410,493015420,Gesundbrunnen,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Schulstation",Offener Ganztagsbetrieb,Hr. Lambrecht,Andersen-Grundschule@web.de,http://www.andersen.cidsnet.de,0,0,0,,,,,,Konfliktlotsen,,,,2013/14
01G37,Heinrich-Seidel-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13355,Ramlerstr. 9-10,4677669210,4677669219,Gesundbrunnen,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, sportbetontes Profil",Gebundener Ganztagsbetrieb,Fr. Feese,nachricht@seidel-gs.de,http://www.seidel-gs.de,0,0,0,Schulbibliothek; Schulküche; Kindercafé/Aktionsraum; Laptops,Fußball für Jungen und Mädchen; Basketball; Theater; Keramik; Seidenmalerei; Computer; Gesunde Ernährung; Werken u.a.,Kita Ramlerstraße (Kindergärten City); City Volkshochschule Berlin Mitte; Polizeiabschnitt 36; Casablanca gemeinnützige Gesellschaft für innovative Jugendhilfe und soziale Dienste mbH; ALBA Berlin Basketballteam GmbH; Weddinger Wiesel e.V. (Basketball); Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH;  Quartiersmanagement Brunnenviertel-Brunnenstraße,Besondere Förderangebote: Förderung begabter Schüler; Deutsch als Zweitsprache,Mittagessenversorgung durch schuleigene Küche,"Frühschwimmen; Elternklasse; Laptopklasse; Auszeichnung mit dem Deutschen Präventionspreis 2009; Titel/Auszeichnung ""Gesunde Schule""","in Kooperation mit 01G25, 01G27, 01K01, 01K03, 01Y09, 01Y10",,,2013/14
01G38,Gustav-Falke-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13355,Strelitzer Str. 42,467779960,467779974,Gesundbrunnen,,1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, kunstbetontes Profil, Schulstation, sprachbetontes Profil",Gebundener Ganztagsbetrieb,Fr. Müller,gfg@gustav-falke-g.cidsnet.de,http://www.gustav-falke-g.cidsnet.de,0,0,0,Smartboards,In der Schulanfangsphase: Spiel und Basteln; Eki-Kikyo; Bildende Kunst; Fußball; Naturwissenschaften; Lesen; Englisch / In den Jahrgangsstufen 3 & 4: Fußball; Brasilianischer Tanz; Skulpturen aus Ton; Arbeiten mit Holz; Zirkus; Kochtopf-Führerschein; Schulgarten; Basteln; Sport und Spiel; Handarbeiten; Flurgestaltung / In den Jahrgangsstufen 5 & 6: Fußball; Vorlesen in der Kita; Figuren aus Pappmaché; Kämpfen nach Regeln; Chor; Naturwissenschaften; Diakonisch-Soziales Lernen (Schüler besuchen Seniorenzentren); Basteln; Handarbeiten; Kochtopf-Führerschein,"Kita Kinderparadies Wedding in der Ackerstraße; Kita von Kindergärten City in der Ackerstraße; Kita Wattstraße; Musikschule Mitte ""Fanny Hensel""; Jugendfreizeitheim Hussitenstraße; Jugendfeizeitheim Schönstedtstraße; Abenteuerspielplatz Humboldthain; Olof-Palme-Jugendzentrum in der Demminer Straße; Kunsthaus KuLe in der Auguststraße; SV Pfefferwerk e.V.; Landessportbund Berlin e.V. (SportJugendBerlin); Pfefferwerk Stadtkultur gGmbH; Degewo AG; Quartiersmanagement Brunnenviertel-Ackerstraße; Moabiter Ratschlag e.V. (Schulsozialarbeit); Künstlergruppe Mazuma e.V.; Martin-Gropius-Bau Berlin; Weinmeisterhaus Berlin (Kulturelle Bildung); Hugo-Heimann-Schulbibliothek Mitte; Philipp-Schaeffer-Schulbibliothek in Mitte; Lions Club Berlin-Dorotheenstadt; Lebenswelten e.V. u.v.m.",,Mittagessenversorgung durch den Anbieter 3 Köche,Berliner Klimaschule 2009  & 2010; Schulversuch Differenzierte Sprachförderung; Schwerpunkte: Naturwissenschaften; Kunst und Sprache; Streitschlichterprogramm,"in Kooperation mit 01K03, 01K06, 01Y06",,,2013/14
01G39,Vineta-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13355,Demminer Str. 27,467768660,467768670,Gesundbrunnen,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulstation",Offener Ganztagsbetrieb,Hr. Baumhöver,info@vineta.cidsnet.de,http://www.vineta.cidsnet.de,0,0,0,,,,,,"Schülerinsel, Konfliktlotsenausbildung",,,,2013/14
01G40,Möwensee-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13351,Afrikanische Str. 123-125,45979210,45979233,Wedding,,"Fremdsprache ab Klasse 1 Englisch, Fremdsprache ab Klasse 1 Französisch",Ganztagsschule in gebundener Form,Gebundener Ganztagsbetrieb,Fr. Freund,sekretariat@moewensee-schule.de,http://www.moewensee-schule.de,0,0,0,Schulbibliothek,Hockey; Fußball; Handbal; Schach; Computer,,,,,,,,2013/14
01G41,Erika-Mann-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13347,Utrechter Str. 25-27,45085510,45085511,Wedding,Parkplatz für Schwerbehinderte vorhanden,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 3-4, theaterbetontes Profil, veränderte Formen der Leistungsbeurteilung",Offener Ganztagsbetrieb,komm. Fr. Habermann,schulleitung@erika-mann.de,http://www.erika-mann-grundschule.com,0,0,0,Schulbibliothek; Computerraum; Werkstatt,Fußball (für Mädchen und Jungen); Leichtathletik; Schwimmen; Volleyball; Basketball; Einrad; Gitarre; Modellieren; Kunst (Malwerkstatt); Flöten; Computer u.a.,Kooperation mit fünf Kitas der Umgebung; MACHmit! Museum für Kinder gGmbH; SCHAUBUDE Berlin (Puppentheater); Staatsballett Berlin; Polizeiabschnitt 35; Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten); GESOBAU AG; Buchhandlung BELLE-ET-TRISTE in der Amsterdamer Straße; Deutscher Kinderschutzbund Landesverband Berlin e.V.,,Mittagessenversorgung durch Sunshine Catering,Theaterprofil: Der Theaterunterricht hat seinen festen Platz im Stundenplan jeder Klasse. Zu den vom Schülerparlament abgestimmten Jahresthemen entwickeln alle Klassen die Stücke selbst / Weitere Angebote: Vorschulschwimmen; Offenes Freizeitangebot im Werkstatt,in Kooperation mit 01Y09,,,2013/14
01G42,Anna-Lindh-Schule (Grundschule),Mitte,öffentlich,Grundschule,Grundschule,13351,Guineastr. 17-18,45307530,45307520,Wedding,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Hochbegabtenförderung, Schulstation, Umwelterziehung",Offener Ganztagsbetrieb,Hr. Dr. Leeb,anna-lindh-schule.cids@t-online.de,http://www.annalindh.cidsnet.de,0,0,0,Schulgarten,,,,,"Naturwissenschaften ab Stufe 1: Teilnahme  am Projekt TuWaS, Expertenstunden, Kinderparlament, Konfliktlotsen, Förderbänder,  Werteerziehung (Sokule), Lesepaten",,,,2013/14
01G43,Albert-Gutzmann-Schule (Grundschule),Mitte,öffentlich,Grundschule,Grundschule,13357,Orthstr. 1,46905960,46905970,Gesundbrunnen,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, gesundheitsbetontes Profil",Offener Ganztagsbetrieb,Fr. Kanacher,info@gutzmannschule.de,http://www.gutzmannschule.de,0,0,0,,,Kooperation mit vier Kitas der Umgebung; Horizonte e.V. Berlin (Schulsozialarbeit); Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten); Polizeiabschnitt 36; Charité Gesundheitsakademie (Logopädie),,Mittagessenversorgung,,in Kooperation mit 01S06,,,2013/14
01G44,Allegro-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,10785,Lützowstr. 83-85,257572710,257572734,Tiergarten,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","1. Fremdsprache Englisch, 1. Fremdsprache Französisch","Ganztagsschule in gebundener Form, Ganztagsschule in offener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, musikbetontes Profil, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen",Offener Ganztagsbetrieb,Fr. Flemig,berlin@allegro-grundschule.de,http://www.allegro-grundschule.de,0,0,0,,"Vielfältiges halbjährlich wechselndes AG-Angebot, kostenloser Instrumentalunterricht",,,,Leseprofil,,,,2013/14
01G45,Leo-Lionni-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,13353,Müllerstr. 158,469799670,469799672,Wedding,Parkplatz für Schwerbehinderte vorhanden,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Inklusiver Unterricht/Inklusive Erziehung, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulstation, zweisprachige Alphabetisierung und Erziehung deutsch-türkisch",,Fr. Vercrüße,info@leo-lionni-grundschule.de,http://www.leo-lionni-grundschule.de,0,0,0,Schulbibliothek,"Türkisch, Theater, Bücherei-AG ""Leseratten"", Gitarre, Fußball, Basketball",Quartiersmanagement Sparrplatz; Deutscher Kinderschutzbund Landesverband Berlin e.V. (Träger Hort),Besondere Förderangebote: Sprachförderung für Lernanfänger,,"Besondere Angebote: Schüler- und Elternarbeit mit arabischen Familien, Sprachförderung mit modernen Medien",,,,2013/14
01G46,46. Schule (Grundschule),Mitte,öffentlich,Grundschule,Grundschule,10115,Koppenplatz 12,84712109,8471210920,Mitte,,Fremdsprache ab Klasse 1 Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Fr. Dr. Thiele,sekretariat@schuleamkoppenplatz.de,http://www.schuleamkoppenplatz.de,0,0,0,Einsatz von Smartboards und Laptops,"Einmal wöchentlich findet ein AG-Tag statt. Hier erarbeiten die Kinder zum Beispiel Hörspiele, lernen Schach spielen, arbeiten kreativ, proben ein Theaterstück oder nutzen Spiel- und Bewegungsangebote.",Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH (Träger sozialpädagogischer Bereich),,Mittagessenversorgung,"Die Schule setzt einen mathematisch-naturwissenschaftlichen Schwerpunkt, integriert digitale Medien in den Unterricht / Individuelle Begabungsförderung","in Kooperation mit 01G02, 01G32, 01G37, 01G42, 01Y02, 01Y08",,,2013/14
01G47,Miriam-Makeba-Grundschule,Mitte,öffentlich,Grundschule,Grundschule,10555,Zinzendorfstr. 15-16,39405210,39405220,Moabit,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Schulstation",Offener Ganztagsbetrieb,Hr. Leimbach,Gotzkowsky-Grundschule.cids@t-online.de,http://Gotzkowsky-Grundschule.de,0,0,0,Aula; Computerraum; Lehrküche; Zeichensaal; zwei Turnhallen; separates Gebäude für die ergänzende Betreuung,,,,,,,,,2013/14
01K01,Willy-Brandt-Schule,Mitte,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,13357,Grüntaler Str. 5,901847310,901847342,Gesundbrunnen,,"1. Fremdsprache Englisch, 2. Fremdsprache Französisch",Ganztagsschule in gebundener Form,Gebundener Ganztagsbetrieb,Hr. Kauert,willy-brandt-oberschule.berlin@t-online.de,http://www.willy-brandt-oberschule.de,0,0,0,Internetcafé; zwei Turnhallen; Holzwerkstatt; Nähwerkstatt;  Metallwerkstatt; Lehrküche,"Den Abschluss des Schultages bilden die ""Werkstätten"". Ausgehend von ihren individuellen Interessen können die Schülerinnen u. Schüler kerngruppenübergreifend Kurse u.a. aus den Bereichen Sport, Kunst, Musik oder Arbeitslehre wählen.","FAA Bildungsgesellschaft mbH, Nord (Roma-Mediatoren & Arabische Mediatoren); Polizeiabschnitt 36; Jugendbildungsstätte Kaubstraße e.V.; RAA Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V.; Casablanca gemeinnützige Gesellschaft für innovative Jugendhilfe und soziale Dienste mbH; Institut für Produktives Lernen in Europa (IPLE); Projekt LeLe (Leben lernen) vom Förderverein für Arbeitslose Jugendliche (FVAJ) e.V. (Hilfsangebote für den Übergang von der Schule in den Beruf); Agentur für Arbeit Berlin; IN VIA Jugendmigrationsdienst; Jugendberatungshaus sos.mitte (von SOS Kinderdorf e.V.);  Jugendberatungshaus compass.mitte (von Zukunftsbau GmbH); Eine Welt der Vielfalt e.V. (Workshops und Trainings); QUADRIGA Gesellschaft für Unternehmens-Kooperation und Managementberatung mbH (Berufsorientierung); Arbeitskreis Neue Erziehung (ANE) e. V. (Familienberatung)",Innere Differenzierung,Mittagessenversorgung,Roma-Mediatoren und Arabische Mediatoren; Streitschlichterausbildung,"in Kooperation mit 01G25, 01G27, 01G37, 01K03, 01Y09, 01Y10",,Service Learning; Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Produktives Lernen; Schnupperpraktika,2013/14
