Schuljahr,bsn,Text,Personal_M,Personal_W
2011/12,02Y08,Studienreferendare und Lehramtsanwärter,3,5
2011/12,03A04,Lehrkräfte,9,20
2011/12,03A05,Lehrkräfte,3,4
2011/12,03A06,Lehrkräfte,21,50
2011/12,03A06,Studienreferendare und Lehramtsanwärter,3,3
2011/12,03B02,Lehrkräfte,8,40
2011/12,03B03,Lehrkräfte,50,28
2011/12,03B03,Studienreferendare und Lehramtsanwärter,3,2
2011/12,03B04,Lehrkräfte,57,110
2011/12,03B04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,03B04,Studienreferendare und Lehramtsanwärter,2,10
2011/12,03B06,Lehrkräfte,15,24
2011/12,03B06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,03B07,Lehrkräfte,39,47
2011/12,03B07,Studienreferendare und Lehramtsanwärter,1,4
2011/12,03B08,Erzieher(innen),5,11
2011/12,03B08,Lehrkräfte,25,30
2011/12,03B08,Studienreferendare und Lehramtsanwärter,2,0
2011/12,03B09,Lehrkräfte,49,43
2011/12,03B09,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,2
2011/12,03B09,Studienreferendare und Lehramtsanwärter,2,5
2011/12,03G01,Erzieher(innen),0,13
2011/12,03G01,Lehrkräfte,1,18
2011/12,03G02,Erzieher(innen),2,12
2011/12,03G02,Lehrkräfte,0,24
2011/12,03G03,Erzieher(innen),0,17
2011/12,03G03,Lehrkräfte,2,25
2011/12,03G03,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G04,Erzieher(innen),0,9
2011/12,03G04,Lehrkräfte,2,25
2011/12,03G04,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03G05,Erzieher(innen),3,14
2011/12,03G05,Lehrkräfte,1,25
2011/12,03G05,Studienreferendare und Lehramtsanwärter,1,5
2011/12,03G06,Erzieher(innen),0,9
2011/12,03G06,Lehrkräfte,2,13
2011/12,03G08,Erzieher(innen),0,12
2011/12,03G08,Lehrkräfte,4,27
2011/12,03G08,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03G09,Lehrkräfte,2,26
2011/12,03G09,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G10,Erzieher(innen),1,16
2011/12,03G10,Lehrkräfte,1,19
2011/12,03G10,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G11,Erzieher(innen),2,18
2011/12,03G11,Lehrkräfte,7,22
2011/12,03G11,Studienreferendare und Lehramtsanwärter,2,5
2011/12,03G12,Erzieher(innen),0,13
2011/12,03G12,Lehrkräfte,3,24
2011/12,03G12,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G13,Lehrkräfte,1,16
2011/12,03G13,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G14,Erzieher(innen),1,19
2011/12,03G14,Lehrkräfte,4,22
2011/12,03G14,Studienreferendare und Lehramtsanwärter,0,3
2011/12,03G15,Lehrkräfte,0,5
2011/12,03G16,Erzieher(innen),1,9
2011/12,03G16,Lehrkräfte,3,13
2011/12,03G16,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G17,Erzieher(innen),0,13
2011/12,03G17,Lehrkräfte,1,20
2011/12,03G17,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G18,Erzieher(innen),1,18
2011/12,03G18,Lehrkräfte,5,24
2011/12,03G18,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,03G18,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G20,Erzieher(innen),0,9
2011/12,03G20,Lehrkräfte,2,15
2011/12,03G20,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G21,Erzieher(innen),0,14
2011/12,03G21,Lehrkräfte,3,21
2011/12,03G21,Studienreferendare und Lehramtsanwärter,0,3
2011/12,03G22,Erzieher(innen),0,9
2011/12,03G22,Lehrkräfte,1,16
2011/12,03G23,Erzieher(innen),0,13
2011/12,03G23,Lehrkräfte,2,15
2011/12,03G24,Erzieher(innen),0,23
2011/12,03G24,Lehrkräfte,4,26
2011/12,03G24,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G25,Erzieher(innen),1,14
2011/12,03G25,Lehrkräfte,4,21
2011/12,03G25,Studienreferendare und Lehramtsanwärter,1,1
2011/12,03G26,Erzieher(innen),0,15
2011/12,03G26,Lehrkräfte,1,21
2011/12,03G27,Erzieher(innen),0,14
2011/12,03G27,Lehrkräfte,2,21
2011/12,03G27,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03G28,Erzieher(innen),0,14
2011/12,03G28,Lehrkräfte,4,22
2011/12,03G29,Erzieher(innen),1,12
2011/12,03G29,Lehrkräfte,1,21
2011/12,03G32,Erzieher(innen),0,14
2011/12,03G32,Lehrkräfte,3,19
2011/12,03G32,Studienreferendare und Lehramtsanwärter,0,3
2011/12,03G33,Erzieher(innen),0,10
2011/12,03G33,Lehrkräfte,2,31
2011/12,03G33,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,03G33,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03G34,Erzieher(innen),0,16
2011/12,03G34,Lehrkräfte,3,27
2011/12,03G34,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G35,Erzieher(innen),0,5
2011/12,03G35,Lehrkräfte,1,9
2011/12,03G36,Erzieher(innen),0,6
2011/12,03G36,Lehrkräfte,1,8
2011/12,03G37,Erzieher(innen),1,15
2011/12,03G37,Lehrkräfte,2,16
2011/12,03G37,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G38,Erzieher(innen),0,15
2011/12,03G38,Lehrkräfte,1,24
2011/12,03G38,Studienreferendare und Lehramtsanwärter,2,1
2011/12,03G39,Erzieher(innen),0,13
2011/12,03G39,Lehrkräfte,1,22
2011/12,03G39,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G40,Erzieher(innen),0,15
2011/12,03G40,Lehrkräfte,1,27
2011/12,03G40,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03G41,Erzieher(innen),1,15
2011/12,03G41,Lehrkräfte,4,25
2011/12,03G43,Lehrkräfte,4,16
2011/12,03G43,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03G44,Lehrkräfte,0,17
2011/12,03G44,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03G45,Erzieher(innen),0,4
2011/12,03G45,Lehrkräfte,1,3
2011/12,03G46,Lehrkräfte,0,5
2011/12,03G47,Erzieher(innen),1,4
2011/12,03G47,Lehrkräfte,1,9
2011/12,03G47,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03K01,Erzieher(innen),0,3
2011/12,03K01,Lehrkräfte,20,52
2011/12,03K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,03K01,Studienreferendare und Lehramtsanwärter,5,5
2011/12,03K02,Erzieher(innen),0,2
2011/12,03K02,Lehrkräfte,20,41
2011/12,03K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,03K02,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03K03,Lehrkräfte,9,24
2011/12,03K04,Lehrkräfte,10,23
2011/12,03K04,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03K05,Lehrkräfte,5,21
2011/12,03K05,Studienreferendare und Lehramtsanwärter,1,2
2011/12,03K06,Lehrkräfte,8,22
2011/12,03K06,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03K07,Lehrkräfte,9,21
2011/12,03K07,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03K08,Lehrkräfte,14,20
2011/12,03K08,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03K09,Lehrkräfte,8,17
2011/12,03K09,Studienreferendare und Lehramtsanwärter,1,2
2011/12,03K10,Lehrkräfte,15,18
2011/12,03K10,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03K11,Erzieher(innen),1,8
2011/12,03K11,Lehrkräfte,5,22
2011/12,03K11,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03K12,Erzieher(innen),0,1
2011/12,03K12,Lehrkräfte,7,27
2011/12,03K12,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,03K12,Studienreferendare und Lehramtsanwärter,2,0
2011/12,03S01,Lehrkräfte,3,12
2011/12,03S03,Erzieher(innen),0,8
2011/12,03S03,Lehrkräfte,4,27
2011/12,03S03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,5,43
2011/12,03S03,Studienreferendare und Lehramtsanwärter,0,4
2011/12,03S06,Erzieher(innen),0,1
2011/12,03S06,Lehrkräfte,0,15
2011/12,03S07,Erzieher(innen),0,3
2011/12,03S07,Lehrkräfte,4,21
2011/12,03S08,Erzieher(innen),0,4
2011/12,03S08,Lehrkräfte,4,16
2011/12,03S08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,25
2011/12,03S08,Studienreferendare und Lehramtsanwärter,0,4
2011/12,03S09,Erzieher(innen),1,12
2011/12,03S09,Lehrkräfte,3,18
2011/12,03S09,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03S10,Erzieher(innen),1,13
2011/12,03S10,Lehrkräfte,9,43
2011/12,03S10,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,13
2011/12,03S10,Studienreferendare und Lehramtsanwärter,0,2
2011/12,03S11,Erzieher(innen),0,2
2011/12,03S11,Lehrkräfte,1,12
2011/12,03S11,Studienreferendare und Lehramtsanwärter,0,1
2011/12,03Y03,Lehrkräfte,22,37
2011/12,03Y03,Studienreferendare und Lehramtsanwärter,2,1
2011/12,03Y04,Lehrkräfte,21,43
2011/12,03Y04,Studienreferendare und Lehramtsanwärter,3,8
2011/12,03Y08,Lehrkräfte,22,55
2011/12,03Y08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2011/12,03Y08,Studienreferendare und Lehramtsanwärter,3,5
2011/12,03Y10,Lehrkräfte,30,39
2011/12,03Y10,Studienreferendare und Lehramtsanwärter,1,13
2011/12,03Y13,Lehrkräfte,12,44
2011/12,03Y13,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,03Y13,Studienreferendare und Lehramtsanwärter,2,4
2011/12,03Y14,Lehrkräfte,24,56
2011/12,03Y14,Studienreferendare und Lehramtsanwärter,2,2
2011/12,03Y15,Lehrkräfte,21,45
2011/12,03Y15,Studienreferendare und Lehramtsanwärter,2,7
2011/12,03Y16,Lehrkräfte,10,22
2011/12,03Y16,Studienreferendare und Lehramtsanwärter,0,2
2011/12,04A04,Lehrkräfte,21,27
2011/12,04A04,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04A06,Lehrkräfte,8,10
2011/12,04A08,Erzieher(innen),3,2
2011/12,04A08,Lehrkräfte,25,37
2011/12,04A08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,04A08,Studienreferendare und Lehramtsanwärter,3,8
2011/12,04B01,Lehrkräfte,26,29
2011/12,04B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,04B02,Lehrkräfte,45,51
2011/12,04B02,Studienreferendare und Lehramtsanwärter,2,4
2011/12,04B03,Lehrkräfte,61,13
2011/12,04B03,Studienreferendare und Lehramtsanwärter,2,1
2011/12,04B04,Lehrkräfte,26,57
2011/12,04B05,Lehrkräfte,29,58
2011/12,04B05,Studienreferendare und Lehramtsanwärter,0,1
2011/12,04B06,Lehrkräfte,36,42
2011/12,04B06,Studienreferendare und Lehramtsanwärter,1,5
2011/12,04B07,Lehrkräfte,17,57
2011/12,04B08,Lehrkräfte,9,18
2011/12,04B08,Studienreferendare und Lehramtsanwärter,1,0
2011/12,04G01,Erzieher(innen),2,12
2011/12,04G01,Lehrkräfte,2,30
2011/12,04G01,Studienreferendare und Lehramtsanwärter,0,1
2011/12,04G02,Erzieher(innen),0,1
2011/12,04G02,Lehrkräfte,3,19
2011/12,04G02,Studienreferendare und Lehramtsanwärter,1,4
2011/12,04G04,Erzieher(innen),3,25
2011/12,04G04,Lehrkräfte,13,51
2011/12,04G04,Studienreferendare und Lehramtsanwärter,0,1
2011/12,04G05,Erzieher(innen),1,10
2011/12,04G05,Lehrkräfte,3,17
2011/12,04G06,Erzieher(innen),2,10
2011/12,04G06,Lehrkräfte,5,24
2011/12,04G06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,04G06,Studienreferendare und Lehramtsanwärter,0,2
2011/12,04G07,Erzieher(innen),2,9
2011/12,04G07,Lehrkräfte,9,15
2011/12,04G07,Studienreferendare und Lehramtsanwärter,1,2
2011/12,04G08,Erzieher(innen),1,19
2011/12,04G08,Lehrkräfte,6,17
2011/12,04G09,Lehrkräfte,3,19
2011/12,04G09,Studienreferendare und Lehramtsanwärter,1,1
2011/12,04G11,Lehrkräfte,5,19
2011/12,04G11,Studienreferendare und Lehramtsanwärter,0,2
2011/12,04G12,Lehrkräfte,4,30
2011/12,04G12,Studienreferendare und Lehramtsanwärter,0,2
2011/12,04G13,Erzieher(innen),0,2
2011/12,04G13,Lehrkräfte,5,22
2011/12,04G13,Studienreferendare und Lehramtsanwärter,2,4
2011/12,04G14,Erzieher(innen),1,0
2011/12,04G14,Lehrkräfte,6,19
2011/12,04G14,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04G15,Erzieher(innen),1,19
2011/12,04G15,Lehrkräfte,4,32
2011/12,04G15,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04G17,Erzieher(innen),2,16
2011/12,04G17,Lehrkräfte,6,31
2011/12,04G17,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04G18,Lehrkräfte,3,14
2011/12,04G18,Studienreferendare und Lehramtsanwärter,0,1
2011/12,04G19,Erzieher(innen),1,23
2011/12,04G19,Lehrkräfte,8,38
2011/12,04G19,Studienreferendare und Lehramtsanwärter,0,4
2011/12,04G20,Erzieher(innen),0,22
2011/12,04G20,Lehrkräfte,7,34
2011/12,04G20,Studienreferendare und Lehramtsanwärter,0,4
2011/12,04G21,Lehrkräfte,2,20
2011/12,04G21,Studienreferendare und Lehramtsanwärter,0,2
2011/12,04G22,Erzieher(innen),0,1
2011/12,04G22,Lehrkräfte,5,18
2011/12,04G22,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04G23,Erzieher(innen),2,8
2011/12,04G23,Lehrkräfte,4,18
2011/12,04G23,Studienreferendare und Lehramtsanwärter,0,1
2011/12,04G24,Erzieher(innen),0,1
2011/12,04G24,Lehrkräfte,7,20
2011/12,04G24,Studienreferendare und Lehramtsanwärter,0,4
2011/12,04G25,Erzieher(innen),0,1
2011/12,04G25,Lehrkräfte,3,21
2011/12,04G25,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04G26,Erzieher(innen),1,14
2011/12,04G26,Lehrkräfte,2,32
2011/12,04G26,Studienreferendare und Lehramtsanwärter,0,4
2011/12,04G27,Erzieher(innen),1,18
2011/12,04G27,Lehrkräfte,4,29
2011/12,04G27,Studienreferendare und Lehramtsanwärter,0,2
2011/12,04K02,Erzieher(innen),2,4
2011/12,04K02,Lehrkräfte,37,62
2011/12,04K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,3
2011/12,04K02,Studienreferendare und Lehramtsanwärter,0,5
2011/12,04K03,Erzieher(innen),1,3
2011/12,04K03,Lehrkräfte,35,53
2011/12,04K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2011/12,04K03,Studienreferendare und Lehramtsanwärter,0,6
2011/12,04K04,Erzieher(innen),2,20
2011/12,04K04,Lehrkräfte,28,78
2011/12,04K04,Studienreferendare und Lehramtsanwärter,0,4
2011/12,04K05,Lehrkräfte,14,27
2011/12,04K05,Studienreferendare und Lehramtsanwärter,0,1
2011/12,04K06,Lehrkräfte,18,39
2011/12,04K06,Studienreferendare und Lehramtsanwärter,0,7
2011/12,04K07,Lehrkräfte,32,56
2011/12,04K07,Studienreferendare und Lehramtsanwärter,1,10
2011/12,04K08,Lehrkräfte,15,29
2011/12,04K08,Studienreferendare und Lehramtsanwärter,2,3
2011/12,04S01,Erzieher(innen),0,6
2011/12,04S01,Lehrkräfte,5,27
2011/12,04S01,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04S02,Erzieher(innen),3,1
2011/12,04S02,Lehrkräfte,7,33
2011/12,04S02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,44
2011/12,04S02,Studienreferendare und Lehramtsanwärter,0,5
2011/12,04S03,Erzieher(innen),0,8
2011/12,04S03,Lehrkräfte,7,24
2011/12,04S03,Studienreferendare und Lehramtsanwärter,1,2
2011/12,04S04,Lehrkräfte,7,41
2011/12,04S04,Studienreferendare und Lehramtsanwärter,1,1
2011/12,04S05,Erzieher(innen),0,2
2011/12,04S05,Lehrkräfte,10,41
2011/12,04S05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,6
2011/12,04S05,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04S06,Lehrkräfte,5,17
2011/12,04S06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,6,27
2011/12,04S06,Studienreferendare und Lehramtsanwärter,3,4
2011/12,04S07,Lehrkräfte,23,75
2011/12,04S07,Studienreferendare und Lehramtsanwärter,0,3
2011/12,04Y01,Lehrkräfte,26,59
2011/12,04Y01,Studienreferendare und Lehramtsanwärter,1,7
2011/12,04Y02,Lehrkräfte,24,36
2011/12,04Y02,Studienreferendare und Lehramtsanwärter,4,4
2011/12,04Y03,Lehrkräfte,26,47
2011/12,04Y03,Studienreferendare und Lehramtsanwärter,1,8
2011/12,04Y04,Lehrkräfte,17,34
2011/12,04Y04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,04Y04,Studienreferendare und Lehramtsanwärter,1,5
2011/12,04Y05,Lehrkräfte,26,33
2011/12,04Y05,Studienreferendare und Lehramtsanwärter,1,6
2011/12,04Y06,Lehrkräfte,32,44
2011/12,04Y06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,04Y06,Studienreferendare und Lehramtsanwärter,2,2
2011/12,04Y07,Lehrkräfte,30,31
2011/12,04Y07,Studienreferendare und Lehramtsanwärter,1,6
2011/12,04Y08,Lehrkräfte,25,25
2011/12,04Y08,Studienreferendare und Lehramtsanwärter,3,1
2011/12,04Y09,Lehrkräfte,21,30
2011/12,04Y09,Studienreferendare und Lehramtsanwärter,1,3
2011/12,04Y10,Lehrkräfte,18,46
2011/12,04Y10,Studienreferendare und Lehramtsanwärter,2,7
2011/12,04Y11,Lehrkräfte,27,33
2011/12,04Y11,Studienreferendare und Lehramtsanwärter,4,4
2011/12,05A03,Lehrkräfte,4,4
2011/12,05A03,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05B01,Lehrkräfte,68,26
2011/12,05B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,05B01,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05B02,Lehrkräfte,124,31
2011/12,05B02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,05B02,Studienreferendare und Lehramtsanwärter,4,2
2011/12,05G01,Lehrkräfte,5,25
2011/12,05G01,Studienreferendare und Lehramtsanwärter,1,1
2011/12,05G02,Erzieher(innen),0,1
2011/12,05G02,Lehrkräfte,2,22
2011/12,05G02,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G03,Lehrkräfte,3,23
2011/12,05G03,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G04,Erzieher(innen),1,9
2011/12,05G04,Lehrkräfte,6,16
2011/12,05G04,Studienreferendare und Lehramtsanwärter,1,0
2011/12,05G05,Erzieher(innen),0,12
2011/12,05G05,Lehrkräfte,5,27
2011/12,05G05,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05G06,Lehrkräfte,4,22
2011/12,05G06,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05G07,Lehrkräfte,5,26
2011/12,05G07,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G08,Erzieher(innen),1,10
2011/12,05G08,Lehrkräfte,7,18
2011/12,05G08,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05G09,Lehrkräfte,2,10
2011/12,05G10,Erzieher(innen),0,12
2011/12,05G10,Lehrkräfte,5,20
2011/12,05G10,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G11,Lehrkräfte,7,33
2011/12,05G12,Lehrkräfte,5,17
2011/12,05G13,Erzieher(innen),0,13
2011/12,05G13,Lehrkräfte,4,25
2011/12,05G13,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05G14,Erzieher(innen),2,13
2011/12,05G14,Lehrkräfte,5,32
2011/12,05G14,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05G15,Lehrkräfte,1,22
2011/12,05G15,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G16,Lehrkräfte,2,17
2011/12,05G16,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G17,Erzieher(innen),0,13
2011/12,05G17,Lehrkräfte,2,27
2011/12,05G17,Studienreferendare und Lehramtsanwärter,1,2
2011/12,05G18,Erzieher(innen),1,14
2011/12,05G18,Lehrkräfte,8,32
2011/12,05G18,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05G19,Erzieher(innen),1,10
2011/12,05G19,Lehrkräfte,3,21
2011/12,05G19,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G20,Lehrkräfte,3,26
2011/12,05G21,Erzieher(innen),1,15
2011/12,05G21,Lehrkräfte,5,20
2011/12,05G21,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G22,Erzieher(innen),0,23
2011/12,05G22,Lehrkräfte,5,25
2011/12,05G23,Erzieher(innen),1,10
2011/12,05G23,Lehrkräfte,4,20
2011/12,05G24,Lehrkräfte,3,17
2011/12,05G25,Erzieher(innen),1,9
2011/12,05G25,Lehrkräfte,1,8
2011/12,05G25,Studienreferendare und Lehramtsanwärter,1,0
2011/12,05G26,Erzieher(innen),1,10
2011/12,05G26,Lehrkräfte,4,31
2011/12,05G26,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G27,Erzieher(innen),3,15
2011/12,05G27,Lehrkräfte,2,34
2011/12,05G28,Lehrkräfte,4,21
2011/12,05G28,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05G29,Lehrkräfte,1,24
2011/12,05G29,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05K01,Erzieher(innen),1,2
2011/12,05K01,Lehrkräfte,36,51
2011/12,05K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,2
2011/12,05K01,Studienreferendare und Lehramtsanwärter,4,8
2011/12,05K02,Erzieher(innen),0,3
2011/12,05K02,Lehrkräfte,29,47
2011/12,05K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,3
2011/12,05K02,Studienreferendare und Lehramtsanwärter,1,9
2011/12,05K03,Erzieher(innen),1,4
2011/12,05K03,Lehrkräfte,40,50
2011/12,05K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,0
2011/12,05K03,Studienreferendare und Lehramtsanwärter,5,8
2011/12,05K04,Erzieher(innen),1,0
2011/12,05K04,Lehrkräfte,29,45
2011/12,05K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,2
2011/12,05K04,Studienreferendare und Lehramtsanwärter,2,4
2011/12,05K05,Erzieher(innen),0,1
2011/12,05K05,Lehrkräfte,17,26
2011/12,05K05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,05K05,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05K06,Lehrkräfte,21,40
2011/12,05K06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,05K06,Studienreferendare und Lehramtsanwärter,1,1
2011/12,05K07,Lehrkräfte,13,34
2011/12,05K07,Studienreferendare und Lehramtsanwärter,1,2
2011/12,05K08,Lehrkräfte,14,52
2011/12,05K08,Studienreferendare und Lehramtsanwärter,0,3
2011/12,05K09,Lehrkräfte,10,29
2011/12,05S01,Lehrkräfte,2,15
2011/12,05S01,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05S02,Lehrkräfte,1,9
2011/12,05S02,Studienreferendare und Lehramtsanwärter,0,1
2011/12,05S03,Lehrkräfte,3,22
2011/12,05S03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,4,29
2011/12,05S03,Studienreferendare und Lehramtsanwärter,0,2
2011/12,05S04,Erzieher(innen),2,9
2011/12,05S04,Lehrkräfte,3,27
2011/12,05S04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,8
2011/12,05S04,Studienreferendare und Lehramtsanwärter,0,4
2011/12,05Y01,Lehrkräfte,38,58
2011/12,05Y01,Studienreferendare und Lehramtsanwärter,7,11
2011/12,05Y02,Lehrkräfte,21,35
2011/12,05Y02,Studienreferendare und Lehramtsanwärter,3,8
2011/12,05Y03,Lehrkräfte,29,55
2011/12,05Y03,Studienreferendare und Lehramtsanwärter,5,5
2011/12,05Y04,Lehrkräfte,18,26
2011/12,05Y04,Studienreferendare und Lehramtsanwärter,5,8
2011/12,05Y05,Lehrkräfte,24,42
2011/12,05Y05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2011/12,05Y05,Studienreferendare und Lehramtsanwärter,6,7
2011/12,06A05,Lehrkräfte,3,6
2011/12,06A05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,06A05,Studienreferendare und Lehramtsanwärter,0,1
2011/12,06B01,Lehrkräfte,33,49
2011/12,06B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2011/12,06B01,Studienreferendare und Lehramtsanwärter,9,7
2011/12,06B02,Lehrkräfte,76,83
2011/12,06B02,Studienreferendare und Lehramtsanwärter,3,7
2011/12,06B03,Lehrkräfte,30,46
2011/12,06B03,Studienreferendare und Lehramtsanwärter,2,1
2011/12,06B04,Lehrkräfte,54,46
2011/12,06B04,Studienreferendare und Lehramtsanwärter,0,2
2011/12,06G01,Erzieher(innen),1,11
2011/12,06G01,Lehrkräfte,2,29
2011/12,06G01,Studienreferendare und Lehramtsanwärter,0,1
2011/12,06G02,Erzieher(innen),1,9
2011/12,06G02,Lehrkräfte,4,21
2011/12,06G02,Studienreferendare und Lehramtsanwärter,0,1
2011/12,06G03,Erzieher(innen),0,11
2011/12,06G03,Lehrkräfte,4,22
2011/12,06G03,Studienreferendare und Lehramtsanwärter,0,2
2011/12,06G04,Erzieher(innen),0,10
2011/12,06G04,Lehrkräfte,2,23
2011/12,06G04,Studienreferendare und Lehramtsanwärter,0,2
2011/12,06G05,Erzieher(innen),0,10
2011/12,06G05,Lehrkräfte,4,19
2011/12,06G05,Studienreferendare und Lehramtsanwärter,0,1
2011/12,06G06,Lehrkräfte,6,37
2011/12,06G06,Studienreferendare und Lehramtsanwärter,0,5
2011/12,06G07,Erzieher(innen),1,11
2011/12,06G07,Lehrkräfte,2,22
2011/12,06G07,Studienreferendare und Lehramtsanwärter,1,1
2011/12,06G08,Erzieher(innen),1,13
2011/12,06G08,Lehrkräfte,4,27
2011/12,06G08,Studienreferendare und Lehramtsanwärter,0,2
2011/12,06G09,Lehrkräfte,2,15
2011/12,06G09,Studienreferendare und Lehramtsanwärter,0,1
2011/12,06G10,Erzieher(innen),0,16
2011/12,06G10,Lehrkräfte,2,15
2011/12,06G10,Studienreferendare und Lehramtsanwärter,0,2
2011/12,06G11,Erzieher(innen),2,9
2011/12,06G11,Lehrkräfte,1,29
2011/12,06G11,Studienreferendare und Lehramtsanwärter,0,2
2011/12,06G12,Erzieher(innen),0,3
2011/12,06G12,Lehrkräfte,7,24
2011/12,06G12,Studienreferendare und Lehramtsanwärter,0,1
2011/12,06G13,Erzieher(innen),1,7
2011/12,06G13,Lehrkräfte,3,14
