BSN	Schulname	Region	Schultraeger	Schulart	Schulzweig	PLZ	Strasse	Telefon	Fax	ORTSTEIL	Bauten	Fremdsprachen	spez_Angebote	Schulleitung	eMail	Internet	Ganztagsbetrieb	ZweiterBildungsweg	Grundschulteil	GymnasialeOberstufe	DualesLernen	BemerkungenSchulzweig		Leistungskurse	Schuljahr
01G32	Carl-Kraemer-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13359	Zechliner Str. 4	4998993	49989555	Gesundbrunnen		1. Fremdsprache Englisch	kunstbetontes Profil, Ganztagsschule in gebundener Form, Hochbegabtenförderung, Inklusiver Unterricht/Inklusive Erziehung, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Fr. Frank	carl-kraemer-grundschule@t-online.de	http://www.carl-kraemer.be.schule.de	Gebundener Ganztagsbetrieb	0	0	0					2014/15  
01G35	Humboldthain-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13355	Grenzstr. 7	46777330	46777340	Gesundbrunnen	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, musikbetontes Profil, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation	komm. Fr. Bluhm	sekretariat@humboldthain-gs.cidsnet.de	http://www.humboldthain-gs.cidsnet.de	Gebundener Ganztagsbetrieb	0	0	0					2014/15  
01G36	Andersen-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13359	Kattegatstr. 26	493015410	493015420	Gesundbrunnen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation	Hr. Lambrecht	Andersen-Grundschule@web.de	http://www.andersen.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Konfliktlotsen			2014/15  
01G37	Heinrich-Seidel-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13355	Ramlerstr. 9-10	4677669210	4677669219	Gesundbrunnen	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, sportbetontes Profil	Fr. Feese	nachricht@seidel-gs.de	http://www.seidel-gs.de	Gebundener Ganztagsbetrieb	0	0	0		Frühschwimmen; Elternklasse; Laptopklasse; Auszeichnung mit dem Deutschen Präventionspreis 2009; Titel/Auszeichnung "Gesunde Schule"			2014/15  
01G38	Gustav-Falke-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13355	Strelitzer Str. 42	467779960	467779974	Gesundbrunnen		1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, kunstbetontes Profil, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation, sprachbetontes Profil	Fr. Müller	gfg@gustav-falke-g.cidsnet.de	http://www.gustav-falke-g.cidsnet.de	Gebundener Ganztagsbetrieb	0	0	0		Berliner Klimaschule 2009  & 2010; Schulversuch Differenzierte Sprachförderung; Schwerpunkte: Naturwissenschaften; Kunst und Sprache; Streitschlichterprogramm			2014/15  
01G39	Vineta-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13355	Demminer Str. 27	467768660	467768670	Gesundbrunnen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation	Fr. Baumhöver	info@vineta.cidsnet.de	http://www.vineta.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Schülerinsel, Konfliktlotsenausbildung			2014/15  
01G40	Möwensee-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13351	Afrikanische Str. 123-125	45979210	45979233	Wedding		Fremdsprache ab Klasse 1 Englisch, Fremdsprache ab Klasse 1 Französisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr.Heymer	sekretariat@moewensee-schule.de	http://www.moewensee-schule.de	Gebundener Ganztagsbetrieb	0	0	0					2014/15  
01G41	Erika-Mann-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13347	Utrechter Str. 25-27	45085510	45085511	Wedding	Parkplatz für Schwerbehinderte vorhanden	1. Fremdsprache Englisch	Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, jahrgangsübergreifende Lerngruppen 3-4, theaterbetontes Profil, veränderte Formen der Leistungsbeurteilung	komm. Fr. Habermann	schulleitung@erika-mann.de	http://www.erika-mann-grundschule.com	Offener Ganztagsbetrieb	0	0	0		Theaterprofil: Der Theaterunterricht hat seinen festen Platz im Stundenplan jeder Klasse. Zu den vom Schülerparlament abgestimmten Jahresthemen entwickeln alle Klassen die Stücke selbst / Weitere Angebote: Vorschulschwimmen; Offenes Freizeitangebot im Werkraum			2014/15  
01G42	Anna-Lindh-Schule (Grundschule)	Mitte	öffentlich	Grundschule	Grundschule	13351	Guineastr. 17-18	45307530	45307520	Wedding		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Hochbegabtenförderung, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation, Umwelterziehung	Hr. Hörold	'	sekretariat@anna-lindh-schule.de'	http://www.anna-lindh-schule.de	Offener Ganztagsbetrieb	0	0	0		Naturwissenschaften ab Stufe 1: Teilnahme  am Projekt TuWaS, Expertenstunden, Kinderparlament, Konfliktlotsen, Förderbänder,  Werteerziehung (Sokule), Lesepaten			2014/15  
01G43	Albert-Gutzmann-Schule (Grundschule)	Mitte	öffentlich	Grundschule	Grundschule	13357	Orthstr. 1	46905960	46905970	Gesundbrunnen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, gesundheitsbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Kanacher	info@gutzmannschule.de	http://www.gutzmannschule.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
01G44	Allegro-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	10785	Lützowstr. 83-85	257572710	257572734	Tiergarten	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in gebundener Form, Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, musikbetontes Profil	Fr. Flemig	berlin@allegro-grundschule.de	http://www.allegro-grundschule.de	Offener Ganztagsbetrieb	0	0	0		Leseprofil			2014/15  
01G45	Leo-Lionni-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	13353	Müllerstr. 158	469799670	469799672	Wedding	Parkplatz für Schwerbehinderte vorhanden	1. Fremdsprache Englisch	Schulstation, Ganztagsschule in offener Form, Inklusiver Unterricht/Inklusive Erziehung, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, zweisprachige Alphabetisierung und Erziehung deutsch-türkisch	Fr. Vercrüße	info@leo-lionni-grundschule.de	http://www.leo-lionni-grundschule.de	 	0	0	0		Besondere Angebote: Schüler- und Elternarbeit mit arabischen Familien, Sprachförderung mit modernen Medien			2014/15  
01G46	46. Schule (Grundschule)	Mitte	öffentlich	Grundschule	Grundschule	10115	Koppenplatz 12	8471210910	8471210920	Mitte		Fremdsprache ab Klasse 1 Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Dr. Thiele	sekretariat@schuleamkoppenplatz.de	http://www.schuleamkoppenplatz.de	Offener Ganztagsbetrieb	0	0	0		Die Schule setzt einen mathematisch-naturwissenschaftlichen Schwerpunkt, integriert digitale Medien in den Unterricht / Individuelle Begabungsförderung			2014/15  
01G47	Miriam-Makeba-Grundschule	Mitte	öffentlich	Grundschule	Grundschule	10555	Zinzendorfstr. 15-16	39405210	39405220	Moabit		1. Fremdsprache Englisch	Schulstation, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Hr. Leimbach	Gotzkowsky-Grundschule.cids@t-online.de	http://Gotzkowsky-Grundschule.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
01K01	Willy-Brandt-Schule	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13357	Grüntaler Str. 5	4039492120	4039492170	Gesundbrunnen		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in gebundener Form	komm. Fr. Wenzlau	willy-brandt-oberschule.berlin@t-online.de	http://www.willy-brandt-oberschule.de	 	0	0	0	Service Learning; Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Produktives Lernen; Schnupperpraktika	Roma-Mediatoren und Arabische Mediatoren; Streitschlichterausbildung			2014/15  
01K02	Ernst-Schering-Schule	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13353	Lütticher Str. 47-48	45308710	45308711	Wedding		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	berufsorientiertes Profil, Ganztagsschule in gebundener Form, Besondere Organisationsform des Dualen Lernens: Produktives Lernen, Besondere Organisationsform des Dualen Lernens: Praxislerngruppen	Hr. Pletat	Ernst-Schering-Oberschule.cids@t-online.de	http://www.eso.cidsnet.de	 	0	0	0	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Produktives Lernen; Schülerfirmen; Schnupperpraktika; Laborpraktika bei Bayer Schering Pharma AG	enge Kooperation mit Betrieben der freien Wirtschaft ("Brücke-Schule"), Pädagogische Schulentwicklung, Europäischer Computer-Führerschein			2014/15  
01K03	Ernst-Reuter-Schule	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13355	Stralsunder Str. 57	467779910	467779916	Gesundbrunnen	rollstuhlgerechter Aufzug	3. Fremdsprache Französisch, 3. Fremdsprache Russisch, 3. Fremdsprache Spanisch, 3. Fremdsprache Türkisch, S1 Englisch/Französisch, S3 Englisch/Russisch, S4 Englisch/Spanisch, S7 Englisch/Türkisch	sportbetontes Profil, Umwelterziehung, Schulstation, Ganztagsschule in gebundener Form, UNESCO-Projekte	komm. Fr. Lux	info@ernst-reuter-oberschule.de	http://www.ernst-reuter-oberschule.de	 	0	0	1	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schülerfirmen; Schnupperpraktika; Assessment-Center; Praxislerngruppen	Teilnahme am Projekt Theater und Schule (TUSCH); Deutschkurse für Eltern von Schülern nichtdeutscher Herkunftssprache		Bildende Kunst/Kunst, Biologie, Deutsch, Englisch, Erdkunde, Mathematik, Politische Weltkunde, Russisch	2014/15  
01K04	Heinrich-von-Stephan-Schule (Gemeinschaftsschule)	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10553	Neues Ufer 6	39063130	39063140	Moabit		1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Spanisch	Ganztagsschule in gebundener Form, Pilotphase der Gemeinschaftsschule	Fr. Frank	hvstephan@web.de	http://www.hvstephan.de	Gebundener Ganztagsbetrieb	0	0	1	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schülerfirmen; Schnupperpraktika; Berufs- und Lebenswegplanung im Sommercamp "futOUR"	bislang Kooperation mit dem OSZ Kommunikations-, Informations- und Medientechnik			2014/15  
01K06	Herbert-Hoover-Schule (Integrierte Sekundarschule)	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13357	Pankstr. 18-19	46906340	46906344	Gesundbrunnen		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	theaterbetontes Profil, sprachbetontes Profil, berufsorientiertes Profil, Schulstation, Ganztagsschule in gebundener Form, Besondere Organisationsform des Dualen Lernens: Produktives Lernen	Hr. Schumann	thschumann@gmx.de	http://www.herbert-hoover-sekundarschule.de	 	0	0	0	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Produktives Lernen; Schnupperpraktika; Assessment-Center; Berliner Programm zur vertieften Berufsorientierung (BVBO); Schülerfirmen	Schwerpunktschule für Deutsch und  Darstellendes Spiel			2014/15  
01K07	Hemingway-Schule	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10115	Gartenstr. 10-17	200892210	200892220	Mitte		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	mathematisch-naturwissenschaftliches Profil, Profil Informationstechnik, Ganztagsschule in gebundener Form	Hr. Kaemmerer	hemingway.schule@gmail.com	http://www.hemingway-oberschule.de	 	0	0	0	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schnupperpraktika; Einsatz von Job-Coaches; Besuch der Handwerkerinnung				2014/15  
01K08	Schule am Schillerpark (Integrierte Sekundarschule)	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	13349	Ofener Str. 6	45799450	45799455	Wedding		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in teilgebundener Form, Besondere Organisationsform des Dualen Lernens: Produktives Lernen	komm. Hr. Fischer	sekretariat@schule-am-schillerpark.de	http://www.Schule-am-Schillerpark.de	 	1	0	0	Service Learning; Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Produktives Lernen; Schülerfirmen; Schnupperpraktika; Assessment-Center; Praxislerngruppen	Teilnahme an COMENIUS-Schulpartnerschaften (Aktion im Rahmen des Sokrates-Programms der Europäischen Union)			2014/15  
01K09	Hedwig-Dohm-Schule (Integrierte Sekundarschule)	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10559	Stephanstr. 27	38377131	38377130	Moabit		1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in gebundener Form, Besondere Organisationsform des Dualen Lernens: Produktives Lernen, Staatliche Europa-Schule Berlin Deutsch/Griechisch	Hr. Widerski	hedwig-dohm-os@web.de	http://www.hedwig-dohm-os.de	 	0	0	0	Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Schnupperpraktika; Praxislerngruppen	Verstärkte Berufswahlvorbereitung			2014/15  
01K10	Theodor-Heuss-Schule (Gemeinschaftsschule)	Mitte	öffentlich	Integrierte Sekundarschule	Integrierte Sekundarschule	10559	Quitzowstr. 141 	39835210	39835232	Moabit		3. Fremdsprache Latein, S1 Englisch/Französisch, S2 Englisch/Latein	Pilotphase der Gemeinschaftsschule, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Fr. Brüske-Dierker	sekretariat@thgberlin.de	http://www.thgberlin.de	 	0	1	1	 	 			2014/15  
01P01	Evangelische Schule Berlin-Mitte (Gemeinschaftsschule)	Mitte	privat	Grundschule	Grundschule	10178	Rochstr. 7	70725482	70725483	Mitte		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Pilotphase der Gemeinschaftsschule, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Fr. Hagedorn	schule@esbm.de	http://www.esbm.de	 	0	0	0					2014/15  
01P03	Jüdisches Gymnasium Moses Mendelssohn	Mitte	privat	Gymnasium	Gymnasien	10115	Große Hamburger Str. 27	7262657100	7262657145	Mitte	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	2. Fremdsprache Hebräisch, S1 Englisch/Französisch, S3 Englisch/Russisch	Ganztagsschule in teilgebundener Form, ab Jahrgangsstufe 5 beginnende Züge, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Fr. Witting	info@josberlin.de	http://www.josberlin.de	 	0	1	0		Die Jüdische Oberschule definiert sich als konfessionsgebundene Schule, die von Schülern aller Religionszugehörigkeiten oder konfessionslosen Schülern besucht werden kann. Ungeachtet der eigenen Religionszugehörigkeit nehmen alle Schüler am jüdischen Religions- und Hebräischunterricht teil, begehen mit uns die jüdischen Fest- und  Feiertage.		Bildende Kunst/Kunst, Biologie, Deutsch, Englisch, Erdkunde, Geschichte, Jüdische Religion / Philosophie, Mathematik, Russisch	2014/15  
01P04	Freie Waldorfschule Berlin Mitte	Mitte	privat	Freie Waldorfschule	Freie Waldorfschule	10178	Weinmeisterstr. 16	80097580	800975814	Mitte	Parkplatz für Schwerbehinderte vorhanden	2. Fremdsprache Französisch, Fremdsprache ab Klasse 1 Englisch, Fremdsprache ab Klasse 1 Russisch	musikbetontes Profil, Umwelterziehung, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Fr. Brockstedt	verwaltung@waldorfschule-mitte.de	http://www.mitte.waldorf.net	 	0	1	1					2014/15  
01P05	Katholische Schule Sankt Paulus (Grundschule)	Mitte	privat	Grundschule	Grundschule	10551	Waldenserstr. 27	3954196	3955032	Moabit		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Hr. Sprenger	schulleitung@st-paulus-schule.de	http://www.st-paulus-schule.de	 	0	0	0					2014/15  
01P06	Canisius-Kolleg (Gymnasium)	Mitte	privat	Gymnasium	Gymnasien	10785	Tiergartenstr. 30-31	26481105	26481109	Tiergarten	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Alt-Griechisch, 3. Fremdsprache Französisch, 4. Fremdsprache Japanisch, S2 Englisch/Latein	musikbetontes Profil, Ganztagsschule in offener Form, ab Jahrgangsstufe 5 beginnende Züge, altsprachliche Züge (Latein ab Jahrgangsstufe 5), Staatlich anerkannte Ersatzschule	Fr. Hüdepohl	schulleitung@canisius.de	http://www.canisius.de	 	0	1	0					2014/15  
01P07	Lazarus Schulen der Hoffnungstaler Stiftung Lobetal	Mitte	privat	Kombinierte berufliche Schule	Berufsfachschule	13355	Bernauer Str. 115-118	46705204	46705212	Gesundbrunnen		1. Fremdsprache Englisch	Sozialwesen, Staatlich anerkannte Ersatzschule	Fr. Leich	S.H.Leich.lazarus-schulen@lobetal.de	http://www.lazarus-schulen.de	 	0	0	0		für Sozialwesen (1-jährig); Altenpflege: Vollzeitform (3-jährig),Teilzeitform (4-jährig); Sozialassistent/in (2-jährig)			2014/15  
01P07	Lazarus Schulen der Hoffnungstaler Stiftung Lobetal	Mitte	privat	Kombinierte berufliche Schule	Fachoberschule	13355	Bernauer Str. 115-118	46705204	46705212	Gesundbrunnen		Englisch	Sozialwesen, Staatlich anerkannte Ersatzschule	Fr. Leich	S.H.Leich.lazarus-schulen@lobetal.de	http://www.lazarus-schulen.de	 	0	0	0		für Sozialwesen 2-jähriger schulischer Bildungsgang			2014/15  
01P07	Lazarus Schulen der Hoffnungstaler Stiftung Lobetal	Mitte	privat	Kombinierte berufliche Schule	Fachschule	13355	Bernauer Str. 115-118	46705204	46705212	Gesundbrunnen			Sozialwesen, Staatlich anerkannte Ersatzschule	Fr. Leich	S.H.Leich.lazarus-schulen@lobetal.de	http://www.lazarus-schulen.de	 	0	0	0	 	für Sozialpädagogik, Teilzeitform, berufsbegleitende Form			2014/15  
01P11	Plan B Altenpflegeschule	Mitte	privat	Berufsfachschule	Berufsfachschule	10179	Alte Jakobstr. 77	2478185770	2478185777	Mitte	rollstuhlgerechter Aufzug	Englisch	Sozialwesen, Staatlich anerkannte Ersatzschule	Fr. Ott, komm. Hr.Kuchnicak	fuw@planbgmbh.de	http://www.planbgmbh.de	 	0	0	0		für Altenpflege (3-jährig)			2014/15  
01P13	Freie Schule am Mauerpark (Grundschule)	Mitte	privat	Grundschule	Grundschule	13355	Wolliner Str. 25-26	42022690	42022691	Gesundbrunnen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, veränderte Formen der Leistungsbeurteilung, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Fr. Hoffmann	info@freieschuleberlin.de	http://www.freieschuleberlin.de	 	0	0	0					2014/15  
01P14	BEST-Sabel-gemeinützige Bildungsgesellschaft	Mitte	privat	Kombinierte berufliche Schule	Berufsfachschule	10179	Littenstr. 109	4284910	42849120	Mitte		Englisch, Französisch, Spanisch	Wirtschaft und Verwaltung, Metalltechnik, Holztechnik, Sozialwesen, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Hr. Land	schule@best-sabel.de	http://www.best-sabel.de	 	0	0	0		für kaufmännische Assistenten, Fachrichtungen: Fremdsprachen, Informationsverarbeitung und Bürowirtschaft; Kaufleute im Groß- und Außenhandel,  Bürokaufleute, IT-Systemkaufleute; Mechatronik und Produktdesign; Sozialassistenz			2014/15  
01P14	BEST-Sabel-gemeinützige Bildungsgesellschaft	Mitte	privat	Kombinierte berufliche Schule	Fachoberschule	10179	Littenstr. 109	4284910	42849120	Mitte		Englisch, Französisch, Spanisch	Wirtschaft und Verwaltung, Sozialwesen, genehmigte Ersatzschule	Hr. Land	schule@best-sabel.de	http://www.best-sabel.de	 	0	0	0		für Wirtschaft (1- und 2-jährig);  teilweise Vertiefungsrichtung Touristik / Alle neuen Klassen der Höheren Handelsschule starten mit dem Sport- und Kommunikationscamp in die Ausbildung und erhalten so wichtige Impulse für Teamfähigkeit und Lernmotivation; Fachoberschule für Gesundheit und Soziales (1- u. 2-jährig) mit Praktikum			2014/15  
01P14	BEST-Sabel-gemeinützige Bildungsgesellschaft	Mitte	privat	Kombinierte berufliche Schule	Fachschule	10179	Littenstr. 109	4284910	42849120	Mitte			genehmigte Ersatzschule, Sozialwesen	Hr. Land	schule@best-sabel.de	http://www.best-sabel.de	 	0	0	0	 	für Sozialpädagogik in Voll- und Teilzeit; für Heilerziehungspflege in Vollzeit			2014/15  
01P16	Berlin Metropolitan School (Integrierte Sekundarschule)	Mitte	privat	Integrierte Sekundarschule	Integrierte Sekundarschule	10115	Linienstr. 122-124	88727390	887273920	Mitte		1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Spanisch, Fremdsprache ab Klasse 1 Englisch	Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, bilinguale Angebote Deutsch/Englisch, Staatlich anerkannte Ersatzschule, genehmigte Ersatzschule	Hr. Keulers, Hr. Hinves	info@metropolitanschool.com	http://www.metropolitanschool.com/en/home.html	 	0	1	0					2014/15  
